	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
334	113.277863,22.774204	容桂街道凤祥路凤安街10号	顺德区	佛山市	B0FFFSAFJF	[]	美颜坊(凤祥路店)	广东省	0757-26909363	生活服务;美容美发店;美容美发店	071100	113.277863	22.774204	美颜坊
335	120.914648,30.827325	城南社区薛家桥8号	嘉善县	嘉兴市	B0FFHZSA7O	[]	美颜坊(城南薛家桥店)	浙江省	18858353631	生活服务;美容美发店;美容美发店	071100	120.914648	30.827325	美颜坊
336	116.963560,33.601412	外环一路北50米	埇桥区	宿州市	B0FFH9RWB1	[]	美颜坊(外环一路)	安徽省	[]	生活服务;美容美发店;美容美发店	071100	116.963560	33.601412	美颜坊
337	113.223132,33.970364	南马道5号	郏县	平顶山市	B0FFG47M7U	[]	美颜坊(南马道)	河南省	13233718851	生活服务;美容美发店;美容美发店	071100	113.223132	33.970364	美颜坊
338	113.218363,22.911464	兆地西街与广教路交叉口东南50米	顺德区	佛山市	B0FFG1259P	[]	美颜坊(广教店)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.218363	22.911464	美颜坊
339	120.328801,29.160798	华夏大道152号附近	东阳市	金华市	B0FFHKOKMX	[]	美颜坊(华夏大道)	浙江省	[]	生活服务;美容美发店;美容美发店	071100	120.328801	29.160798	美颜坊
340	103.961411,30.687139	叠彩路75-77	青羊区	成都市	B0FFH96E5U	[]	美颜坊(逸霞路)	四川省	[]	生活服务;美容美发店;美容美发店	071100	103.961411	30.687139	美颜坊
341	113.967037,23.212388	324国道南50米	博罗县	惠州市	B0FFH0I221	[]	美颜坊(城市花园西北)	广东省	0752-6888349	生活服务;美容美发店;美容美发店	071100	113.967037	23.212388	美颜坊
342	112.694890,22.375530	爱民路11号5栋107室	开平市	江门市	B0FFF54SPC	[]	美颜坊(爱民路店)	广东省	0750-2236797	生活服务;美容美发店;美容美发店	071100	112.694890	22.375530	美颜坊
343	109.020404,34.311802	广安路北100米	未央区	西安市	B0FFH2JAG4	[]	美颜坊(新房村店)	陕西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	109.020404	34.311802	美颜坊
344	86.042846,44.304442	北环路113号附近	石河子市	石河子市	B03E1003W1	[]	美颜坊(北环路)	新疆维吾尔自治区	[]	生活服务;美容美发店;美容美发店	071100	86.042846	44.304442	美颜坊
345	113.540867,22.224127	夏湾路与夏湾西街交叉口东北50米	香洲区	珠海市	B02F40QTEE	[]	美颜坊(夏湾店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.540867	22.224127	美颜坊
346	102.722242,25.026630	和平南路与和平路交叉口西50米	官渡区	昆明市	B03670YPBZ	[]	美颜坊(和平路)	云南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	102.722242	25.026630	美颜坊
347	119.638805,29.123589	骆家塘街66号附近	婺城区	金华市	B0FFHK2KYX	[]	美颜坊(骆家塘街)	浙江省	[]	生活服务;美容美发店;美容美发店	071100	119.638805	29.123589	美颜坊
348	119.327416,26.088949	岳峰岳前16号	晋安区	福州市	B0FFGZS5FO	[]	美颜坊(东岳路)	福建省	[]	生活服务;美容美发店;美容美发店	071100	119.327416	26.088949	美颜坊
349	119.325850,26.093350	岳峰镇三八路九龙城对面	晋安区	福州市	B0FFGF9CSD	[]	美颜坊(三八路)	福建省	[]	生活服务;美容美发店;美容美发店	071100	119.325850	26.093350	美颜坊
350	113.252090,23.215775	石井镇环滘大道92号	白云区	广州市	B0FFFRKJ0R	[]	美颜坊(环滘大道)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.252090	23.215775	美颜坊
351	119.005981,25.426162	龙平街77号附近	城厢区	莆田市	B0FFG1BZ2P	[]	美颜坊(龙平街)	福建省	[]	生活服务;美容美发店;美容美发店	071100	119.005981	25.426162	美颜坊
352	104.782637,31.489950	仙人路1段119-2号	游仙区	绵阳市	B03300Q3SF	[]	美颜坊(师院店)	四川省	[]	生活服务;美容美发店;美容美发店	071100	104.782637	31.489950	美颜坊
353	117.484445,30.650124	时尚莱迪广场负一楼美甲区F07	贵池区	池州市	B0FFHBPB4V	[]	美颜坊(时尚莱迪店)	安徽省	18225660192	生活服务;美容美发店;美容美发店	071100	117.484445	30.650124	美颜坊
354	121.282994,28.093342	建洲路与兴潭东街交叉口南200米	玉环市	台州市	B0FFGG7LGX	[]	美颜坊(兴潭东街)	浙江省	[]	生活服务;美容美发店;美容美发店	071100	121.282994	28.093342	美颜坊
355	114.520109,36.853066	太行大街冷库家属院	沙河市	邢台市	B0FFG23C5E	[]	美颜坊(太行大街)	河北省	15933373229	生活服务;美容美发店;美容美发店	071100	114.520109	36.853066	美颜坊
356	113.167111,23.467890	阳光北路55号阳光广场F1层	花都区	广州市	B0FFH16DTQ	[]	美颜坊(阳光广场)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店|生活服务;美容美发店;美容美发店	061400|071100	113.167111	23.467890	美颜坊
357	113.233367,23.157207	鹅掌坦东街38号附近	白云区	广州市	B0FFHK5VO9	[]	美颜坊(鹅掌坦东街)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.233367	23.157207	美颜坊
358	113.427585,22.353336	三乡镇商业街中国农业银行南(中国银行西南)	中山市	中山市	B0FFHQWVG0	[]	美颜坊(三乡店)	广东省	13822770689	生活服务;美容美发店;美容美发店	071100	113.427585	22.353336	美颜坊
359	113.791752,22.988865	光明工业二路新福100货首层附近	东莞市	东莞市	B0FFG3ND8O	[]	美颜坊(光明工业二路)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.791752	22.988865	美颜坊
360	108.417865,27.050818	民主街196附近	镇远县	黔东南苗族侗族自治州	B0FFGEKC7N	[]	美颜坊(民生街)	贵州省	[]	生活服务;美容美发店;美容美发店	071100	108.417865	27.050818	美颜坊
361	102.467235,25.558084	五星路与海田街交叉口北50米	禄劝彝族苗族自治县	昆明市	B0FFFV63XN	[]	美颜坊(五星路)	云南省	[]	生活服务;美容美发店;美容美发店	071100	102.467235	25.558084	美颜坊
362	113.824970,22.715890	公园南路32号附近	宝安区	深圳市	B0FFGXPODT	[]	美颜坊(公园南路)	广东省	15899776606;13631661928	生活服务;美容美发店;美容美发店	071100	113.824970	22.715890	美颜坊
363	113.255970,23.221705	向东大街与夏茅大道交叉口南100米	白云区	广州市	B0FFH98E9W	[]	美颜坊(石夏路)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.255970	23.221705	美颜坊
364	102.748103,25.043312	人民东路与光明路交叉口北200米	盘龙区	昆明市	B0FFHDQFRP	[]	美颜坊(沐东村专卖店)	云南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	102.748103	25.043312	美颜坊
365	117.100723,41.577847	111国道与357省道交叉口东南150米	隆化县	承德市	B0FFHVWVZX	[]	美颜坊(联盟店)	河北省	[]	生活服务;美容美发店;美容美发店	071100	117.100723	41.577847	美颜坊
366	114.909333,25.845343	金东路42号附近	章贡区	赣州市	B0FFI0ZQJD	[]	美颜坊(赣州开发区店)	江西省	[]	生活服务;美容美发店;美容美发店	071100	114.909333	25.845343	美颜坊
367	113.752315,22.761951	长安镇沙头沙区金沙步行街16号	东莞市	东莞市	B0FFHFG1ER	[]	美颜坊(靖海西路)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.752315	22.761951	美颜坊
368	116.919840,38.945366	北纬三路与工农大街交叉口东100米	静海区	天津市	B0FFGIQFWN	[]	美颜坊(北纬三路)	天津市	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	116.919840	38.945366	美颜坊
369	120.792507,30.666165	余新镇新市路258号	南湖区	嘉兴市	B0FFG7YIDL	[]	美颜坊(新市路)	浙江省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	120.792507	30.666165	美颜坊
370	113.683888,22.837142	连升北路东200米	东莞市	东莞市	B0FFG1HL90	[]	美颜坊(社岗分店)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.683888	22.837142	美颜坊
371	114.317428,23.013259	胜利街东一巷与胜利街中一巷交叉口南50米	惠城区	惠州市	B0FFHGB586	[]	美颜坊(胜利街中一巷)	广东省	[]	生活服务;美容美发店;美容美发店	071100	114.317428	23.013259	美颜坊
372	113.825045,22.798489	振安东路与海安街三巷交叉口东50米	东莞市	东莞市	B0FFFVXE44	[]	美颜坊(海安街三巷)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.825045	22.798489	美颜坊
373	113.959985,22.911525	大朗镇新马莲商业中心正亿百贷后门	东莞市	东莞市	B0FFH0WGP5	[]	美颜坊(骏马一街)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.959985	22.911525	美颜坊
374	116.975265,33.594393	南关街道外环二路南侧百丽苑	埇桥区	宿州市	B0FFFWL5QY	[]	美颜坊(外环二路)	安徽省	18226007779	生活服务;美容美发店;美容美发店	071100	116.975265	33.594393	美颜坊
375	109.080628,34.231899	敏行路小梅的零食旁	灞桥区	西安市	B0FFG05NAT	[]	美颜坊(敏行路)	陕西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	109.080628	34.231899	美颜坊
376	103.534827,30.573763	晋原镇潘家街三段174号(红红饭店旁)	大邑县	成都市	B0FFGFSOA3	[]	美颜坊(潘家街三段)	四川省	[]	生活服务;美容美发店;美容美发店	071100	103.534827	30.573763	美颜坊
377	115.276913,40.971507	三中街与小学路交叉口北100米	崇礼区	张家口市	B0FFIGMUHG	[]	美颜坊(二店)	河北省	[]	生活服务;美容美发店;美容美发店	071100	115.276913	40.971507	美颜坊
378	126.776148,47.775176	兴林大街与农林路交叉口北150米	北安市	黑河市	B0FFFE3RFQ	[]	美颜坊(兴林大街)	黑龙江省	[]	生活服务;美容美发店;美容美发店	071100	126.776148	47.775176	美颜坊
379	120.711141,30.800159	胜利路441号附近	秀洲区	嘉兴市	B0FFG2XYDB	[]	美颜坊(胜利店)	浙江省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	120.711141	30.800159	美颜坊
380	112.964210,22.768636	沙坪镇裕民路37号	鹤山市	江门市	B02EE0QBTB	[]	美颜坊(裕民路)	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	112.964210	22.768636	美颜坊
381	113.802502,22.700845	凤塘大道545号附近	宝安区	深圳市	B0FFFDIHWM	[]	美颜坊(凤塘大道)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.802502	22.700845	美颜坊
382	109.442952,29.455490	朝阳路菜市场旁	龙山县	湘西土家族苗族自治州	B0FFFZ63MA	[]	美颜坊(湘龙百货店)	湖南省	18974337718	购物服务;个人用品/化妆品店;其它个人用品店	061400	109.442952	29.455490	美颜坊
383	113.152350,22.884770	关地大马路与新村大道交叉口东50米	顺德区	佛山市	B0FFFSDNR1	[]	美颜坊(专业美容分店)	广东省	[]	生活服务;美容美发店;美容美发店	071100	113.152350	22.884770	美颜坊
384	104.065481,30.590476	府城大道中段88号九方购物中心L1层	武侯区	成都市	B0FFG0ZE97	[]	美颜坊(九方购物中心)	四川省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	104.065481	30.590476	美颜坊
385	102.760872,25.033602	太平路南50米	官渡区	昆明市	B0FFGR2E73	[]	美颜坊(太平路)	云南省	[]	生活服务;美容美发店;美容美发店	071100	102.760872	25.033602	美颜坊
386	114.567693,36.087356	301省道市场饭店旁	安阳县	安阳市	B0FFFZ1T7C	[]	美颜坊(永和卫生院东南)	河南省	13460842923	生活服务;美容美发店;美容美发店	071100	114.567693	36.087356	美颜坊
387	116.940680,38.932125	静海镇东方红路第五小学对过建设银行旁	静海区	天津市	B0FFHBVNSF	[]	美颜坊(东方红路)	天津市	[]	生活服务;美容美发店;美容美发店	071100	116.940680	38.932125	美颜坊
388	114.057251,22.717984	观澜大道417号汇食街(薇薇新娘后面)	龙华区	深圳市	B0FFGP01VL	[]	美颜坊(升华二街)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.057251	22.717984	美颜坊
389	103.400726,23.354887	学海路与富春路交叉口北200米	蒙自市	红河哈尼族彝族自治州	B0FFGIEDYR	[]	美颜坊(学海路)	云南省	13988086469	生活服务;美容美发店;美容美发店	071100	103.400726	23.354887	美颜坊
390	120.145680,32.506350	东方不夜城2号楼121号	姜堰区	泰州市	B0FFFAGPYB	[]	美颜坊(东方不夜城店)	江苏省	18796797665	生活服务;美容美发店;美容美发店	071100	120.145680	32.506350	美颜坊
391	119.845544,31.795598	邹区镇兴隆东街19号	钟楼区	常州市	B0FFG6RAH6	[]	美颜坊(化妆品店)	江苏省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	119.845544	31.795598	美颜坊
392	113.155263,22.916744	北滘镇马村市场	顺德区	佛山市	B0FFFZ07MC	[]	美颜坊(马村专卖店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.155263	22.916744	美颜坊
393	117.913772,31.301618	铁山东路与九洲文化街交叉口(铁山电影院对面)	无为县	芜湖市	B0FFHWFG3R	[]	美颜坊(二店)	安徽省	0553-6321377	生活服务;美容美发店;美容美发店	071100	117.913772	31.301618	美颜坊
394	104.663563,29.524745	广场街63号-附4号	威远县	内江市	B0FFHBL1Z6	[]	美颜坊(威远3店)	四川省	0832-5199279	生活服务;美容美发店;美容美发店	071100	104.663563	29.524745	美颜坊
395	116.300247,27.938735	邓家街与龙津路交叉口北50米	临川区	抚州市	B0FFFFOZ6N	[]	美颜坊(化妆品店)	江西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	116.300247	27.938735	美颜坊
396	111.670135,22.702544	800乡道与833乡道交叉口东北150米	罗定市	云浮市	B0FFHB83TY	[]	美颜坊(固底分店)	广东省	[]	生活服务;美容美发店;美容美发店	071100	111.670135	22.702544	美颜坊
397	114.077157,22.799579	塘厦镇四村正龙街26号	东莞市	东莞市	B0FFHCBF8F	[]	美颜坊(正龙街)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.077157	22.799579	美颜坊
398	106.630008,30.457608	民安上街150号	广安区	广安市	B0FFH0OCFV	[]	美颜坊(民安上街)	四川省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	106.630008	30.457608	美颜坊
399	116.300140,27.937448	建设路与龙津路交叉口西北50米	临川区	抚州市	B0FFGKTJKT	[]	美颜坊(龙津路)	江西省	0794-8439687	购物服务;个人用品/化妆品店;其它个人用品店	061400	116.300140	27.937448	美颜坊
400	116.821564,39.964525	燕郊经济技术开发区天洋广场C馆B1层	三河市	廊坊市	B0FFHOXWPP	[]	美颜坊(燕郊店)	河北省	18500039400	生活服务;美容美发店;美容美发店	071100	116.821564	39.964525	美颜坊
401	109.439731,29.451430	长沙路与民族路交叉口千姿娇妆行地下商业街商铺377-379号	龙山县	湘西土家族苗族自治州	B0FFHZSOG6	[]	美颜坊(长沙路店)	湖南省	0743-6613968	生活服务;美容美发店;美容美发店	071100	109.439731	29.451430	美颜坊
402	103.273909,24.752594	财富中心3-1-7号商铺	石林彝族自治县	昆明市	B0FFFTLV9B	[]	美颜坊(石林南路)	云南省	13508806357	购物服务;个人用品/化妆品店;其它个人用品店	061400	103.273909	24.752594	美颜坊
403	112.813276,34.716621	华夏路北50米	偃师市	洛阳市	B0FFG4J7KZ	[]	美颜坊(新华苑东南)	河南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	112.813276	34.716621	美颜坊
404	117.914413,31.298592	绣溪街与西大街交叉口北50米	无为县	芜湖市	B0FFIB0QU2	[]	美颜坊(西大街中心店)	安徽省	[]	生活服务;美容美发店;美容美发店	071100	117.914413	31.298592	美颜坊
405	113.383225,22.587178	二马路128号附近	中山市	中山市	B0FFHL3KWX	[]	美颜坊(二马路店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.383225	22.587178	美颜坊
406	102.824100,24.983625	昆石公路南200米	官渡区	昆明市	B0FFG3GXTJ	[]	美颜坊(欢乐家购物广场西)	云南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	102.824100	24.983625	美颜坊
407	118.982250,30.627296	宁城北路26号维纳斯婚纱摄影旁(时代广场泰和天成装饰公司旁)	宁国市	宣城市	B0FFF4EF5P	[]	美颜坊(宁城北路店)	安徽省	13966237530	生活服务;美容美发店;美容美发店	071100	118.982250	30.627296	美颜坊
408	103.814813,30.413575	兴隆街与岳巷子街交叉口西北50米	新津县	成都市	B0FFG5D6QD	[]	美颜坊(兴隆街)	四川省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	103.814813	30.413575	美颜坊
409	105.337731,28.442397	江兴路与561乡道交叉口北50米	叙永县	泸州市	B0FFI9U87A	[]	美颜坊(日化用品专卖)	四川省	[]	购物服务;专卖店;专营店	061200	105.337731	28.442397	美颜坊
410	118.281272,25.002585	凤城镇龙湖大桶水后面第二条街	南安市	泉州市	B0FFH2OCL1	[]	美颜坊(仑苍店)	福建省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	118.281272	25.002585	美颜坊
411	104.157415,30.741634	回龙社区附近	新都区	成都市	B0FFHEX9Q5	[]	美颜坊(回龙湾小区A区东)	四川省	[]	生活服务;美容美发店;美容美发店	071100	104.157415	30.741634	美颜坊
412	117.219696,29.353555	民福路与浮红街交叉口南100米	浮梁县	景德镇市	B0FFGADUBS	[]	美颜坊(民福路)	江西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	117.219696	29.353555	美颜坊
413	117.645157,26.278177	乾龙新村373幢东方伟业城市广场F1层	梅列区	三明市	B0FFHXZCEQ	[]	美颜坊(东方伟业城市广场)	福建省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	117.645157	26.278177	美颜坊
414	106.331693,38.092560	利民路与开元商业街交叉口东150米	灵武市	银川市	B0FFG7C0DI	[]	美颜坊(化妆品店)	宁夏回族自治区	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	106.331693	38.092560	美颜坊
415	113.402279,35.092923	朝阳二路33号附近	武陟县	焦作市	B0FFHW2AQK	[]	美颜坊(朝阳二路)	河南省	[]	生活服务;美容美发店;美容美发店	071100	113.402279	35.092923	美颜坊
416	112.587169,34.895076	人民路与大港路交叉口南50米	吉利区	洛阳市	B0FFG2G767	[]	美颜坊(大港路)	河南省	[]	生活服务;美容美发店;美容美发店	071100	112.587169	34.895076	美颜坊
417	104.665583,29.522902	杉树坳街66号	威远县	内江市	B0FFFT86XO	[]	美颜坊(威远2店)	四川省	15883297766	生活服务;美容美发店;美容美发店	071100	104.665583	29.522902	美颜坊
418	102.778243,24.953716	广居路吃吧旁	官渡区	昆明市	B0FFG7L84P	[]	美颜坊(昆明普健金福地医院东北)	云南省	[]	生活服务;美容美发店;美容美发店	071100	102.778243	24.953716	美颜坊
419	120.384502,30.577703	洲泉镇青石集镇青石路139号	桐乡市	嘉兴市	B0FFF3T2UT	[]	美颜坊(青石路)	浙江省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	120.384502	30.577703	美颜坊
420	108.417759,27.050831	共和街3号附近	镇远县	黔东南苗族侗族自治州	B0FFFSZ0B6	[]	美颜坊(镇远县动物卫生监督所北)	贵州省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	108.417759	27.050831	美颜坊
421	118.622386,35.721303	227省道东50米	沂水县	临沂市	B0FFG4EJUE	[]	美颜坊(沂水县许家湖镇卫生院南)	山东省	[]	生活服务;美容美发店;美容美发店	071100	118.622386	35.721303	美颜坊
422	102.766301,24.938719	宏仁新村03排075号	官渡区	昆明市	B0FFH627KU	[]	美颜坊(喜家乐购物中心东南)	云南省	[]	生活服务;美容美发店;美容美发店	071100	102.766301	24.938719	美颜坊
423	114.066661,22.977915	司马沿河二街与常马路交叉口东南150米	东莞市	东莞市	B0FFGPWB0A	[]	美颜坊(痔疮专科泌尿专科西北)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.066661	22.977915	美颜坊
424	119.914228,28.448731	继光街170号	莲都区	丽水市	B02420IFJ5	[]	美颜坊(继光街)	浙江省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	119.914228	28.448731	美颜坊
425	104.911296,25.092514	富兴西路9号附近	兴义市	黔西南布依族苗族自治州	B035B0N6BK	[]	美颜坊(丰源店)	贵州省	[]	生活服务;美容美发店;美容美发店	071100	104.911296	25.092514	美颜坊
426	118.437392,32.452128	塔山中路80号附近	来安县	滁州市	B0FFH2O1DU	[]	美颜坊(南京分店)	安徽省	[]	生活服务;美容美发店;美容美发店	071100	118.437392	32.452128	美颜坊
427	104.665546,29.524911	中心街179号	威远县	内江市	B0FFG7HATS	[]	美颜坊(威远1店)	四川省	15883297766;0832-5138353	生活服务;美容美发店;美容美发店	071100	104.665546	29.524911	美颜坊
428	119.310068,26.102838	华林路203-7号	鼓楼区	福州市	B024F05T9P	[]	美颜坊(华林店)	福建省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	119.310068	26.102838	美颜坊
429	108.363418,22.854099	朝阳街道南梧路318号畅春湖山庄A区14号	兴宁区	南宁市	B0FFFRYLUL	[]	美颜坊(兴宁区食品药品监督管理局兴东监管所北)	广西壮族自治区	[]	生活服务;美容美发店;美容美发店	071100	108.363418	22.854099	美颜坊
430	87.416423,43.479131	板房沟乡南江路42号	乌鲁木齐县	乌鲁木齐市	B0FFGOGK30	[]	美颜坊(南江路)	新疆维吾尔自治区	[]	生活服务;美容美发店;美容美发店	071100	87.416423	43.479131	美颜坊
431	120.663770,30.683294	洪合镇洪涛路463号	秀洲区	嘉兴市	B023D0RF3Y	[]	美颜坊(洪合店)	浙江省	[]	购物服务;个人用品/化妆品店;其它个人用品店|生活服务;美容美发店;美容美发店	061400|071100	120.663770	30.683294	美颜坊
432	116.814826,28.477454	206国道西50米	余干县	上饶市	B0FFHLFVD9	[]	叶城美颜坊	江西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	116.814826	28.477454	美颜坊
433	115.135527,33.878877	008乡道南100米附近	鹿邑县	周口市	B0FFIM9SSV	[]	辛集美颜坊	河南省	13526262562	生活服务;生活服务场所;生活服务场所	070000	115.135527	33.878877	美颜坊
434	118.546085,24.769923	世纪大道9栋附近	晋江市	泉州市	B0FFHDLSJX	[]	美颜	福建省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	118.546085	24.769923	美颜坊
435	119.558710,32.430892	龙川街124号104	江都区	扬州市	B0FFFVUJKR	[]	美颜(龙川步行街)	江苏省	18936240010;18936243119	生活服务;美容美发店;美容美发店	071100	119.558710	32.430892	美颜坊
436	112.434485,34.673922	解放路27号	西工区	洛阳市	B0FFHEG6XD	[]	果蔬美颜坊	河南省	15036355112	生活服务;生活服务场所;生活服务场所	070000	112.434485	34.673922	美颜坊
437	122.199372,29.989299	金岛路210号	定海区	舟山市	B0FFFSUUQ1	[]	新秀美颜坊	浙江省	13575609668	生活服务;美容美发店;美容美发店	071100	122.199372	29.989299	美颜坊
438	117.209316,39.141801	春华街道月光园城市别馆19号楼1701室	河东区	天津市	B0FFIIRCE7	[]	anna美颜坊	天津市	15822323232	生活服务;美容美发店;美容美发店	071100	117.209316	39.141801	美颜坊
439	113.731312,34.394139	新郑商业步行街与新郑商业街交叉口东南50米	新郑市	郑州市	B0FFGJPCBV	[]	华丽美颜坊	河南省	[]	生活服务;美容美发店;美容美发店	071100	113.731312	34.394139	美颜坊
440	120.675906,28.005639	学院西路与民航路交叉口南100米	鹿城区	温州市	B0FFH2HM44	[]	尼西美颜坊	浙江省	[]	生活服务;美容美发店;美容美发店	071100	120.675906	28.005639	美颜坊
441	113.774451,34.775251	庙张街与盛和街交叉口东150米	金水区	郑州市	B0FFI6YYEA	[]	中药美颜坊	河南省	[]	生活服务;美容美发店;美容美发店	071100	113.774451	34.775251	美颜坊
442	121.586388,38.917297	福佳新天地G座一单元2404	沙河口区	大连市	B0FFILKAGX	[]	KK美颜坊	辽宁省	[]	生活服务;生活服务场所;生活服务场所	070000	121.586388	38.917297	美颜坊
443	121.290422,28.250691	育新路28号附近	玉环市	台州市	B0FFH5VJGE	[]	中药美颜坊	浙江省	[]	生活服务;美容美发店;美容美发店	071100	121.290422	28.250691	美颜坊
444	106.286553,30.345788	沿口镇镇政府旁真静街28号	武胜县	广安市	B0FFHJ7GRK	[]	美颜坊SPA	四川省	18784198882	生活服务;美容美发店;美容美发店	071100	106.286553	30.345788	美颜坊
445	117.977159,34.622284	振兴东路与301县道交叉口西北100米	邳州市	徐州市	B0FFH2646O	[]	燕子美颜坊	江苏省	[]	生活服务;美容美发店;美容美发店	071100	117.977159	34.622284	美颜坊
446	113.516654,35.319866	吴村镇中国移动手机连锁商场附近	辉县市	新乡市	B0FFFV24EW	[]	思美美颜坊	河南省	0373-6610789	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.516654	35.319866	美颜坊
447	110.143192,22.642259	沂山路与进士路交叉口西南50米	玉州区	玉林市	B0FFI0WZBY	[]	美颜坊纹绣	广西壮族自治区	[]	生活服务;美容美发店;美容美发店	071100	110.143192	22.642259	美颜坊
448	113.944975,35.063338	葛埠口乡盛世佳苑12号楼	原阳县	新乡市	B0FFHOATYA	[]	东子美颜坊	河南省	[]	生活服务;生活服务场所;生活服务场所	070000	113.944975	35.063338	美颜坊
449	105.968329,31.583589	迎恩街12号	阆中市	南充市	B0FFHNMU8K	[]	华港美颜坊	四川省	[]	生活服务;美容美发店;美容美发店	071100	105.968329	31.583589	美颜坊
450	112.785098,34.909294	汇丰步行街3092号	孟州市	焦作市	B0FFH6F58P	[]	果蔬美颜坊	河南省	15893030363	生活服务;美容美发店;美容美发店	071100	112.785098	34.909294	美颜坊
451	116.815250,32.782794	菊苑路中央花园(圆通快递南10米)	潘集区	淮南市	B0FFG6LSB5	[]	美颜坊·宠屋	安徽省	[]	购物服务;专卖店;宠物用品店	061211	116.815250	32.782794	美颜坊
452	120.633459,31.235540	东吴南路红庄三区浜里107号(老菜场对面巷子)	吴中区	苏州市	B0FFIANJ5T	[]	Amily美颜坊	江苏省	15162413672	生活服务;美容美发店;美容美发店	071100	120.633459	31.235540	美颜坊
453	122.118855,37.499272	胜利巷17号楼附近	环翠区	威海市	B0FFI8MJR7	[]	美颜坊瘦身	山东省	[]	生活服务;生活服务场所;生活服务场所	070000	122.118855	37.499272	美颜坊
454	116.168466,24.654029	溪峰西路63-7号	蕉岭县	梅州市	B0FFFYU0XI	[]	秀丽美颜坊	广东省	13825998122	生活服务;美容美发店;美容美发店	071100	116.168466	24.654029	美颜坊
455	121.215647,31.426890	娄塘镇南新路474号	嘉定区	上海市	B0FFFE1H5B	[]	天使美颜坊	上海市	[]	生活服务;美容美发店;美容美发店	071100	121.215647	31.426890	美颜坊
456	121.776133,41.372837	京哈线大河商城二楼二期81号	北镇市	锦州市	B0FFH9M11C	[]	河畔美颜坊	辽宁省	[]	生活服务;美容美发店;美容美发店	071100	121.776133	41.372837	美颜坊
457	116.123337,39.000478	[]	雄县	保定市	B0FFHW5N2X	[]	美颜坊SPA	河北省	13473287025	生活服务;美容美发店;美容美发店	071100	116.123337	39.000478	美颜坊
458	104.860052,26.584605	富民路114号	钟山区	六盘水市	B0FFHS96XM	[]	中药美颜坊	贵州省	18985498770	生活服务;生活服务场所;生活服务场所	070000	104.860052	26.584605	美颜坊
459	110.015409,40.396130	树林召大街北国购物广场	达拉特旗	鄂尔多斯市	B0FFI1R5YN	[]	美颜坊化妆	内蒙古自治区	15048723439	生活服务;生活服务场所;生活服务场所	070000	110.015409	40.396130	美颜坊
460	116.713577,23.382891	天山北路	龙湖区	汕头市	B0FFHFVV8I	[]	丽人美颜坊	广东省	0754-88265280	生活服务;生活服务场所;生活服务场所	070000	116.713577	23.382891	美颜坊
